PC1	PC2	outlier	study
0.0148	0.0252	0	Malawi
0.0126	0.0174	0	Malawi
0.0114	0.0232	0	Malawi
0.0153	0.0248	0	Malawi
0.0139	0.0246	0	Malawi
0.0142	0.0227	0	Malawi
0.0153	0.0227	0	Malawi
0.0147	0.017	0	Malawi
0.0139	0.0224	0	Malawi
0.0168	0.0205	0	Malawi
0.0163	0.0223	0	Malawi
0.0133	0.0196	0	Malawi
0.0098	0.0236	0	Malawi
0.0162	0.0252	0	Malawi
0.0117	0.0196	0	Malawi
0.0133	0.0222	0	Malawi
0.0139	0.022	0	Malawi
0.0116	0.0189	0	Malawi
0.0141	0.0151	0	Malawi
0.0132	0.0195	0	Malawi
0.0144	0.0196	0	Malawi
0.0137	0.019	0	Malawi
0.0138	0.0188	0	Malawi
0.0133	0.0214	0	Malawi
0.0133	0.0216	0	Malawi
0.0131	0.0226	0	Malawi
0.0118	0.0206	0	Malawi
0.0146	0.019	0	Malawi
0.0122	0.0226	0	Malawi
0.0155	0.0225	0	Malawi
0.0173	0.0229	0	Malawi
0.0148	0.0208	0	Malawi
0.015	0.0239	0	Malawi
0.0152	0.0187	0	Malawi
0.0169	0.0141	0	Malawi
0.0126	0.0181	0	Malawi
0.0131	0.0198	0	Malawi
0.0142	0.0245	0	Malawi
0.0134	0.0221	0	Malawi
0.0146	0.0205	0	Malawi
0.0123	0.0189	0	Malawi
0.012	0.0208	0	Malawi
0.0135	0.0215	0	Malawi
0.0137	0.0256	0	Malawi
0.0123	0.0241	0	Malawi
0.0134	0.0211	0	Malawi
0.0134	0.0227	0	Malawi
0.0126	0.0228	0	Malawi
0.0118	0.0195	0	Malawi
0.0129	0.021	0	Malawi
0.0115	0.0171	0	Malawi
0.0147	0.0258	0	Malawi
0.0119	0.0206	0	Malawi
0.0163	0.0177	0	Malawi
0.0161	0.0229	0	Malawi
0.0128	0.0244	0	Malawi
0.0147	0.0222	0	Malawi
0.0121	0.0197	0	Malawi
0.0135	0.0208	0	Malawi
0.0135	0.0207	0	Malawi
0.0136	0.0227	0	Malawi
0.0138	0.0237	0	Malawi
0.0113	0.0207	0	Malawi
0.0135	0.0187	0	Malawi
0.0129	0.0197	0	Malawi
0.0142	0.0209	0	Malawi
0.0134	0.0201	0	Malawi
0.0127	0.0228	0	Malawi
0.0131	0.0198	0	Malawi
0.0124	0.0218	0	Malawi
0.0133	0.0216	0	Malawi
0.0129	0.0238	0	Malawi
0.0127	0.023	0	Malawi
0.0152	0.0183	0	Malawi
0.0102	0.0232	0	Malawi
0.0127	0.02	0	Malawi
0.0126	0.0188	0	Malawi
0.0133	0.0184	0	Malawi
0.0117	0.022	0	Malawi
0.0126	0.0208	0	Malawi
0.0134	0.0251	0	Malawi
0.0099	0.0178	0	Malawi
0.0136	0.023	0	Malawi
0.0129	0.0207	0	Malawi
0.014	0.0214	0	Malawi
0.0141	0.0222	0	Malawi
0.0115	0.024	0	Malawi
0.0128	0.02	0	Malawi
0.0147	0.0199	0	Malawi
0.0155	0.0191	0	Malawi
0.011	0.0235	0	Malawi
0.0116	0.0148	0	Malawi
0.0143	0.0226	0	Malawi
0.0151	0.0197	0	Malawi
0.0145	0.0207	0	Malawi
0.0126	0.0225	0	Malawi
0.0134	0.0191	0	Malawi
0.0161	0.0221	0	Malawi
0.0153	0.0222	0	Malawi
0.0164	0.0211	0	Malawi
0.0106	0.0284	0	Malawi
0.0122	0.0186	0	Malawi
0.0144	0.0251	0	Malawi
0.0148	0.0193	0	Malawi
0.0131	0.0253	0	Malawi
0.0125	0.0212	0	Malawi
0.013	0.0203	0	Malawi
0.0123	0.0213	0	Malawi
0.0109	0.0224	0	Malawi
0.0135	0.0235	0	Malawi
0.0133	0.0226	0	Malawi
0.0143	0.0171	0	Malawi
0.0127	0.0241	0	Malawi
0.0127	0.0211	0	Malawi
0.014	0.0196	0	Malawi
0.0126	0.021	0	Malawi
0.0133	0.0221	0	Malawi
0.0156	0.0228	0	Malawi
0.013	0.0203	0	Malawi
0.0129	0.0229	0	Malawi
0.0123	0.0206	0	Malawi
0.0144	0.0188	0	Malawi
0.0142	0.0213	0	Malawi
0.015	0.0209	0	Malawi
0.0123	0.0234	0	Malawi
0.0137	0.0198	0	Malawi
0.0145	0.0185	0	Malawi
0.0137	0.019	0	Malawi
0.0163	0.0217	0	Malawi
0.0113	0.0237	0	Malawi
0.0115	0.0192	0	Malawi
0.0152	0.0223	0	Malawi
0.0132	0.0198	0	Malawi
0.0119	0.0196	0	Malawi
0.0146	0.0182	0	Malawi
0.0133	0.0191	0	Malawi
0.0133	0.0196	0	Malawi
0.0131	0.0236	0	Malawi
0.0142	0.0223	0	Malawi
0.012	0.0214	0	Malawi
0.0096	0.0218	0	Malawi
0.0141	0.0202	0	Malawi
0.0122	0.0214	0	Malawi
0.0134	0.0233	0	Malawi
0.0105	0.0215	0	Malawi
0.0134	0.0232	0	Malawi
0.0145	0.0231	0	Malawi
0.0116	0.0269	0	Malawi
0.0132	0.024	0	Malawi
0.0129	0.0228	0	Malawi
0.0111	0.0183	0	Malawi
0.0136	0.0233	0	Malawi
0.0141	0.0192	0	Malawi
0.0135	0.0162	0	Malawi
0.0146	0.0196	0	Malawi
0.0137	0.0232	0	Malawi
0.0167	0.0208	0	Malawi
0.0136	0.0235	0	Malawi
0.0151	0.0174	0	Malawi
0.0144	0.0184	0	Malawi
0.0121	0.0159	0	Malawi
0.0148	0.0211	0	Malawi
0.0123	0.0234	0	Malawi
0.0143	0.0224	0	Malawi
0.0109	0.0253	0	Malawi
0.0123	0.023	0	Malawi
0.0135	0.0214	0	Malawi
0.0145	0.0237	0	Malawi
0.015	0.0234	0	Malawi
0.0142	0.0193	0	Malawi
0.0141	0.0205	0	Malawi
0.0127	0.0194	0	Malawi
0.0128	0.0169	0	Malawi
0.0132	0.0219	0	Malawi
0.014	0.0226	0	Malawi
0.0136	0.0207	0	Malawi
0.0149	0.0183	0	Malawi
0.0126	0.0227	0	Malawi
0.0141	0.0231	0	Malawi
0.0125	0.021	0	Malawi
0.0116	0.0233	0	Malawi
0.0133	0.0237	0	Malawi
0.0142	0.0207	0	Malawi
0.0144	0.0238	0	Malawi
0.0148	0.0203	0	Malawi
0.0165	0.0196	0	Malawi
0.0142	0.0205	0	Malawi
0.0143	0.0212	0	Malawi
0.0125	0.0233	0	Malawi
0.0156	0.0223	0	Malawi
0.0137	0.0219	0	Malawi
0.013	0.0214	0	Malawi
0.0105	0.0215	0	Malawi
0.0116	0.0212	0	Malawi
0.0142	0.0178	0	Malawi
0.0126	0.0174	0	Malawi
0.0131	0.0186	0	Malawi
0.0154	0.0453	1	Malawi
0.0122	0.0235	0	Malawi
0.0133	0.0183	0	Malawi
0.0128	0.0221	0	Malawi
0.014	0.023	0	Malawi
0.0144	0.0257	0	Malawi
0.0099	0.0182	0	Malawi
0.0137	0.0191	0	Malawi
0.0137	0.0215	0	Malawi
0.0174	0.02	0	Malawi
0.0135	0.0208	0	Malawi
0.0106	0.0208	0	Malawi
0.0119	0.0245	0	Malawi
0.013	0.0191	0	Malawi
-0.028	0.0177	0	AGVP
-0.0354	0.0102	0	AGVP
-0.0374	0.0155	0	AGVP
-0.0372	0.0101	0	AGVP
-0.037	0.0116	0	AGVP
-0.0339	0.0084	0	AGVP
-0.0356	0.0094	0	AGVP
-0.0314	0.0092	0	AGVP
-0.0364	0.0111	0	AGVP
-0.0372	0.012	0	AGVP
-0.0353	0.0125	0	AGVP
-0.0326	0.0112	0	AGVP
-0.0359	0.0165	0	AGVP
-0.0351	0.0119	0	AGVP
-0.028	0.0103	0	AGVP
-0.0216	0.0136	0	AGVP
-0.0313	0.0144	0	AGVP
-0.0273	0.0139	0	AGVP
-0.0311	0.0131	0	AGVP
-0.0309	0.013	0	AGVP
-0.0302	0.0159	0	AGVP
-0.0315	0.007	0	AGVP
-0.0284	0.012	0	AGVP
-0.0236	0.0114	0	AGVP
-0.0241	0.0126	0	AGVP
-0.0327	0.0117	0	AGVP
-0.0319	0.0152	0	AGVP
-0.0249	0.0184	0	AGVP
-0.0326	0.0119	0	AGVP
-0.0273	0.0139	0	AGVP
-0.0311	0.0109	0	AGVP
-0.0311	0.0094	0	AGVP
-0.0334	0.0091	0	AGVP
-0.0323	0.0157	0	AGVP
-0.0354	0.0158	0	AGVP
-0.029	0.0068	0	AGVP
-0.0327	0.0139	0	AGVP
-0.0342	0.0175	0	AGVP
-0.0294	0.0153	0	AGVP
-0.0333	0.0093	0	AGVP
-0.0315	0.0124	0	AGVP
-0.0325	0.0138	0	AGVP
-0.0333	0.0116	0	AGVP
-0.0228	0.0137	0	AGVP
-0.0277	0.0094	0	AGVP
-0.0325	0.0106	0	AGVP
-0.0332	0.0119	0	AGVP
-0.0325	0.006	0	AGVP
-0.0236	0.0085	0	AGVP
-0.0373	0.0102	0	AGVP
-0.0256	0.0115	0	AGVP
-0.0206	0.0146	0	AGVP
-0.0181	0.014	0	AGVP
-0.0222	0.0165	0	AGVP
-0.0342	0.0106	0	AGVP
-0.0287	0.0123	0	AGVP
-0.0321	0.0075	0	AGVP
-0.0328	0.0138	0	AGVP
-0.023	0.0147	0	AGVP
-0.0384	0.0116	0	AGVP
-0.034	0.013	0	AGVP
-0.0339	0.0146	0	AGVP
-0.0293	0.0082	0	AGVP
-0.0326	0.0054	0	AGVP
-0.0328	0.0115	0	AGVP
-0.0303	0.0112	0	AGVP
-0.0301	0.0157	0	AGVP
-0.0343	0.0103	0	AGVP
-0.0275	0.0088	0	AGVP
-0.0315	0.0113	0	AGVP
-0.0334	0.01	0	AGVP
-0.0278	0.0087	0	AGVP
-0.0352	0.012	0	AGVP
-0.0277	0.0174	0	AGVP
-0.0302	0.0112	0	AGVP
-0.0348	0.0107	0	AGVP
-0.0335	0.0117	0	AGVP
-0.0377	0.0055	0	AGVP
-0.0323	0.0145	0	AGVP
-0.0378	0.0133	0	AGVP
-0.0267	0.012	0	AGVP
-0.0271	0.0138	0	AGVP
-0.035	0.0102	0	AGVP
-0.029	0.0125	0	AGVP
-0.0242	0.0167	0	AGVP
-0.0199	0.018	0	AGVP
-0.0379	0.0131	0	AGVP
-0.0008	0.0169	0	AGVP
-0.0377	0.009	0	AGVP
-0.0262	0.0179	0	AGVP
-0.0268	0.0131	0	AGVP
-0.0317	0.0094	0	AGVP
-0.0308	0.0118	0	AGVP
-0.0309	0.0075	0	AGVP
-0.0242	0.0166	0	AGVP
-0.0339	0.014	0	AGVP
-0.034	0.0089	0	AGVP
-0.0284	0.0186	0	AGVP
-0.0313	0.0046	0	AGVP
-0.0262	0.0109	0	AGVP
-0.0211	0.0087	0	AGVP
-0.024	0.0137	0	AGVP
-0.0215	0.0147	0	AGVP
-0.0175	0.0186	0	AGVP
-0.0218	0.0143	0	AGVP
-0.0253	0.0116	0	AGVP
-0.0185	0.0126	0	AGVP
-0.0268	0.0109	0	AGVP
-0.0173	0.0142	0	AGVP
-0.0191	0.0112	0	AGVP
-0.0191	0.0133	0	AGVP
-0.026	0.0097	0	AGVP
-0.0183	0.0168	0	AGVP
-0.0215	0.0125	0	AGVP
-0.0201	0.0169	0	AGVP
-0.0172	0.0126	0	AGVP
-0.0229	0.0161	0	AGVP
-0.0225	0.0129	0	AGVP
-0.0199	0.0116	0	AGVP
-0.0205	0.0125	0	AGVP
-0.017	0.0157	0	AGVP
-0.0267	0.0154	0	AGVP
-0.0238	0.0177	0	AGVP
-0.0243	0.0124	0	AGVP
-0.0253	0.0136	0	AGVP
-0.0205	0.0176	0	AGVP
-0.019	0.0146	0	AGVP
-0.0225	0.0126	0	AGVP
-0.0183	0.0134	0	AGVP
-0.0193	0.0143	0	AGVP
-0.0224	0.0132	0	AGVP
-0.0195	0.0127	0	AGVP
-0.0202	0.0147	0	AGVP
-0.0243	0.0147	0	AGVP
-0.0245	0.0123	0	AGVP
-0.0168	0.0178	0	AGVP
-0.0234	0.013	0	AGVP
-0.0232	0.0135	0	AGVP
-0.0246	0.016	0	AGVP
-0.0186	0.0127	0	AGVP
-0.0222	0.0094	0	AGVP
-0.0215	0.0128	0	AGVP
-0.0202	0.0095	0	AGVP
-0.0242	0.0161	0	AGVP
-0.0216	0.0138	0	AGVP
-0.0204	0.0174	0	AGVP
-0.0209	0.0172	0	AGVP
-0.0214	0.0142	0	AGVP
-0.0167	0.0146	0	AGVP
-0.0225	0.0118	0	AGVP
-0.0181	0.0135	0	AGVP
-0.0177	0.0159	0	AGVP
-0.0225	0.0132	0	AGVP
-0.0178	0.0138	0	AGVP
-0.0201	0.0112	0	AGVP
-0.0199	0.0129	0	AGVP
-0.0208	0.0122	0	AGVP
-0.0254	0.0184	0	AGVP
-0.0219	0.0115	0	AGVP
-0.0179	0.015	0	AGVP
-0.0236	0.0139	0	AGVP
-0.0202	0.0116	0	AGVP
-0.0216	0.0164	0	AGVP
-0.0237	0.0106	0	AGVP
-0.02	0.0137	0	AGVP
-0.0281	0.0084	0	AGVP
-0.0201	0.0135	0	AGVP
-0.0244	0.0107	0	AGVP
-0.0223	0.0145	0	AGVP
-0.0172	0.0167	0	AGVP
-0.0239	0.0064	0	AGVP
-0.019	0.0104	0	AGVP
-0.025	0.0112	0	AGVP
-0.0159	0.0173	0	AGVP
-0.0231	0.0165	0	AGVP
-0.02	0.0126	0	AGVP
-0.0225	0.0119	0	AGVP
-0.0192	0.0124	0	AGVP
-0.0202	0.0187	0	AGVP
-0.0195	0.0183	0	AGVP
-0.0192	0.0188	0	AGVP
-0.0125	0.0171	0	AGVP
-0.0247	0.0109	0	AGVP
-0.026	0.0118	0	AGVP
-0.021	0.0197	0	AGVP
-0.02	0.0178	0	AGVP
-0.016	0.016	0	AGVP
-0.0181	0.0184	0	AGVP
-0.0217	0.0129	0	AGVP
-0.0232	0.0136	0	AGVP
-0.0169	0.0135	0	AGVP
-0.0226	0.0088	0	AGVP
-0.0243	0.0133	0	AGVP
-0.0204	0.0148	0	AGVP
-0.0247	0.0132	0	AGVP
-0.0192	0.019	0	AGVP
-0.0186	0.0121	0	AGVP
-0.0199	0.011	0	AGVP
-0.0171	0.0157	0	AGVP
-0.0732	-0.0104	0	AGVP
-0.0796	-0.0117	0	AGVP
-0.0775	-0.0143	0	AGVP
-0.0827	-0.0176	0	AGVP
-0.074	-0.0137	0	AGVP
-0.0779	-0.0112	0	AGVP
-0.0779	-0.0121	0	AGVP
-0.0735	-0.0076	0	AGVP
-0.0744	-0.0089	0	AGVP
-0.073	-0.0121	0	AGVP
-0.0743	-0.0132	0	AGVP
-0.0822	-0.0192	0	AGVP
-0.0777	-0.0142	0	AGVP
-0.0809	-0.0173	0	AGVP
-0.0752	-0.0154	0	AGVP
-0.0782	-0.0141	0	AGVP
-0.0817	-0.0129	0	AGVP
-0.0768	-0.0121	0	AGVP
-0.0783	-0.0136	0	AGVP
-0.0773	-0.0099	0	AGVP
-0.0787	-0.0143	0	AGVP
-0.0704	-0.0067	0	AGVP
-0.0779	-0.0159	0	AGVP
-0.0815	-0.0149	0	AGVP
-0.0781	-0.0127	0	AGVP
-0.0796	-0.0111	0	AGVP
-0.0756	-0.0125	0	AGVP
-0.0715	-0.0076	0	AGVP
-0.0717	-0.012	0	AGVP
-0.0709	-0.0071	0	AGVP
-0.0785	-0.0152	0	AGVP
-0.0776	-0.0155	0	AGVP
-0.0802	-0.0113	0	AGVP
-0.0792	-0.0105	0	AGVP
-0.0735	-0.0085	0	AGVP
-0.0765	-0.0078	0	AGVP
-0.0693	-0.0103	0	AGVP
-0.0748	-0.0129	0	AGVP
-0.079	-0.0141	0	AGVP
-0.0792	-0.0133	0	AGVP
-0.0781	-0.0118	0	AGVP
-0.0794	-0.014	0	AGVP
-0.0771	-0.0139	0	AGVP
-0.0787	-0.0148	0	AGVP
-0.0739	-0.012	0	AGVP
-0.072	-0.0135	0	AGVP
-0.0763	-0.008	0	AGVP
-0.0789	-0.0147	0	AGVP
-0.0806	-0.0141	0	AGVP
-0.0803	-0.0126	0	AGVP
-0.0819	-0.0157	0	AGVP
-0.0751	-0.011	0	AGVP
-0.0739	-0.0097	0	AGVP
-0.0685	-0.0119	0	AGVP
-0.0691	-0.0097	0	AGVP
-0.0763	-0.0115	0	AGVP
-0.0825	-0.0115	0	AGVP
-0.0789	-0.0142	0	AGVP
-0.0704	-0.0072	0	AGVP
-0.0826	-0.0141	0	AGVP
-0.0732	-0.0101	0	AGVP
-0.0732	-0.0074	0	AGVP
-0.0749	-0.0095	0	AGVP
-0.0746	-0.0101	0	AGVP
-0.0693	-0.0096	0	AGVP
-0.0701	-0.0074	0	AGVP
-0.0702	-0.0159	0	AGVP
-0.0754	-0.0113	0	AGVP
-0.0713	-0.0105	0	AGVP
-0.071	-0.0054	0	AGVP
-0.0726	-0.0103	0	AGVP
-0.0807	-0.0123	0	AGVP
-0.0682	-0.0102	0	AGVP
-0.066	-0.0038	0	AGVP
-0.0719	-0.0112	0	AGVP
-0.0722	-0.0089	0	AGVP
-0.08	-0.0134	0	AGVP
-0.0778	-0.0117	0	AGVP
-0.0739	-0.0138	0	AGVP
-0.0708	-0.0095	0	AGVP
-0.0721	-0.0133	0	AGVP
-0.0737	-0.0132	0	AGVP
-0.0683	-0.0101	0	AGVP
-0.0735	-0.0113	0	AGVP
-0.0733	-0.0092	0	AGVP
-0.0779	-0.009	0	AGVP
-0.0719	-0.0068	0	AGVP
-0.0714	-0.0111	0	AGVP
-0.0739	-0.0107	0	AGVP
-0.0746	-0.0103	0	AGVP
-0.0748	-0.0102	0	AGVP
-0.0722	-0.0096	0	AGVP
-0.0708	-0.0097	0	AGVP
-0.0707	-0.0101	0	AGVP
-0.0739	-0.0104	0	AGVP
-0.08	-0.0136	0	AGVP
-0.0686	-0.0072	0	AGVP
-0.0619	-0.0027	0	AGVP
-0.0793	-0.0158	0	AGVP
-0.0719	-0.0074	0	AGVP
-0.0681	-0.0076	0	AGVP
-0.065	-0.0064	0	AGVP
-0.0811	-0.0142	0	AGVP
-0.0746	-0.013	0	AGVP
-0.0727	-0.0082	0	AGVP
-0.0724	-0.0064	0	AGVP
-0.0708	-0.0079	0	AGVP
0.016	0.0559	0	AGVP
0.0153	0.0512	0	AGVP
0.0159	0.0478	0	AGVP
0.0187	0.054	0	AGVP
0.0148	0.0466	0	AGVP
0.0093	0.0469	0	AGVP
0.0152	0.0526	0	AGVP
0.0155	0.0525	0	AGVP
0.0181	0.0388	0	AGVP
0.0168	0.045	0	AGVP
0.0163	0.0494	0	AGVP
0.0145	0.05	0	AGVP
0.0173	0.0579	0	AGVP
0.0166	0.0407	0	AGVP
0.004	0.0421	0	AGVP
0.0154	0.0478	0	AGVP
0.0168	0.043	0	AGVP
0.0136	0.0322	0	AGVP
0.0175	0.0515	0	AGVP
0.0161	0.0529	0	AGVP
0.0173	0.0511	0	AGVP
0.0081	0.046	0	AGVP
0.0166	0.0511	0	AGVP
0.0155	0.0506	0	AGVP
0.0123	0.0519	0	AGVP
0.018	0.0475	0	AGVP
0.0166	0.0511	0	AGVP
0.0159	0.0412	0	AGVP
0.0135	0.0477	0	AGVP
0.0167	0.049	0	AGVP
0.0173	0.0528	0	AGVP
0.0151	0.0529	0	AGVP
0.0169	0.0461	0	AGVP
0.0186	0.047	0	AGVP
0.017	0.0479	0	AGVP
0.0159	0.0465	0	AGVP
0.0129	0.0197	0	AGVP
0.0155	0.0527	0	AGVP
0.0161	0.0487	0	AGVP
0.0142	0.0445	0	AGVP
0.0101	0.0382	0	AGVP
0.0181	0.0397	0	AGVP
0.0107	0.0493	0	AGVP
0.0171	0.0513	0	AGVP
0.0128	0.0477	0	AGVP
0.016	0.0491	0	AGVP
0.0138	0.0478	0	AGVP
0.0153	0.0478	0	AGVP
0.018	0.0501	0	AGVP
0.0158	0.0496	0	AGVP
0.0166	0.0463	0	AGVP
0.0164	0.05	0	AGVP
0.0176	0.0443	0	AGVP
0.0177	0.0384	0	AGVP
0.0146	0.0496	0	AGVP
0.0121	0.0469	0	AGVP
0.0162	0.0435	0	AGVP
0.0173	0.0582	0	AGVP
0.0168	0.0472	0	AGVP
0.0169	0.049	0	AGVP
0.0143	0.0467	0	AGVP
0.0153	0.0443	0	AGVP
0.0144	0.0544	0	AGVP
0.0178	0.0431	0	AGVP
0.0142	0.0486	0	AGVP
0.0166	0.0584	0	AGVP
0.0163	0.0556	0	AGVP
0.0178	0.054	0	AGVP
0.0176	0.0398	0	AGVP
0.0159	0.0385	0	AGVP
0.0162	0.0512	0	AGVP
0.0153	0.0532	0	AGVP
0.0162	0.05	0	AGVP
0.0142	0.043	0	AGVP
0.0134	0.0463	0	AGVP
0.0153	0.0513	0	AGVP
0.0145	0.0519	0	AGVP
0.0163	0.0464	0	AGVP
0.02	0.0441	0	AGVP
0.0143	0.0536	0	AGVP
0.0144	0.0498	0	AGVP
0.0161	0.0509	0	AGVP
0.0151	0.0534	0	AGVP
0.0173	0.0538	0	AGVP
0.0155	0.0498	0	AGVP
0.0154	0.0522	0	AGVP
0.0136	0.0505	0	AGVP
0.015	0.0525	0	AGVP
0.0151	0.053	0	AGVP
0.012	0.0521	0	AGVP
0.0164	0.0515	0	AGVP
0.0141	0.0482	0	AGVP
0.0177	0.0458	0	AGVP
0.015	0.0482	0	AGVP
0.0189	0.0472	0	AGVP
0.0137	0.0484	0	AGVP
0.0177	0.0472	0	AGVP
0.0149	0.0495	0	AGVP
